customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,AGE,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
157,Chad,Houtby,M,97,23-11-1974,46,Financial Advisor,Financial Services,Affluent Customer,N,No,16
159,Arin,Matskevich,M,90,12-05-1987,33,Research Nurse,Health,Affluent Customer,N,No,13
160,Wake,Durning,M,5,15-07-1964,56,Registered Nurse,Health,Mass Customer,N,No,18
162,Port,Acuna,M,90,12-08-1979,41,Nurse Practicioner,IT,Mass Customer,N,No,15
163,Kessia,Helder,F,58,06-09-1976,44,Librarian,Entertainment,High Net Worth,N,Yes,14
164,Aarika,Van Vuuren,F,55,07-08-1999,21,Senior Editor,Retail,Affluent Customer,N,Yes,1
165,Aldon,Roelofs,M,61,25-03-1984,36,Administrative Officer,Argiculture,Mass Customer,N,Yes,12
166,Elston,Oleszczak,M,54,12-06-1955,65,Structural Analysis Engineer,Manufacturing,Affluent Customer,N,No,6
169,Alfy,Bruhnke,M,20,19-10-1957,63,Data Coordiator,Telecommunications,High Net Worth,N,Yes,5
170,Jammal,Gever,M,80,02-06-1975,45,Pharmacist,Health,High Net Worth,N,No,21
171,Halli,Davidoff,F,62,04-12-1970,50,Assistant Manager,Manufacturing,Mass Customer,N,No,10
172,Hilton,Carney,M,54,12-09-1988,32,Editor,Manufacturing,Affluent Customer,N,Yes,6
173,Ebba,Hanselmann,F,99,02-01-1997,23,General Manager,Health,Affluent Customer,N,No,1
174,Catie,Tosspell,F,93,26-11-1989,31,Food Chemist,Health,Mass Customer,N,No,12
175,Templeton,Hambrook,M,36,28-11-1975,45,Quality Engineer,Manufacturing,Affluent Customer,N,No,5
176,Angelo,Clayal,M,39,13-04-1992,28,Accountant I,Property,Mass Customer,N,No,10
177,Ondrea,Pablos,F,25,09-11-1989,31,Professor,Financial Services,High Net Worth,N,No,4
179,Esteban,Sewill,M,23,11-05-1966,54,Environmental Tech,Manufacturing,High Net Worth,N,Yes,6
180,Trisha,Neasham,F,16,17-09-1971,49,Web Designer III,Argiculture,Affluent Customer,N,No,14
181,Pavla,Braunle,F,49,21-11-1982,38,Senior Editor,Manufacturing,Mass Customer,N,No,9
182,Lydon,Dahlman,M,99,20-11-1992,28,Sales Associate,Financial Services,Affluent Customer,N,Yes,7
183,Dannie,Hissie,F,7,05-08-1997,23,Geologist III,Retail,Affluent Customer,N,No,3
184,Nappie,Paolo,M,40,13-12-1971,48,Marketing Manager,Manufacturing,High Net Worth,N,Yes,7
186,Mireielle,Jeppe,F,46,06-05-1974,46,Software Test Engineer I,Financial Services,Mass Customer,N,No,3
188,Audry,Seine,F,54,22-06-1975,45,Safety Technician II,Property,High Net Worth,N,Yes,13
189,Umberto,Torricella,M,73,19-07-1981,39,Safety Technician I,Financial Services,Affluent Customer,N,No,10
190,Hayley,Girardengo,F,42,04-02-1979,41,Registered Nurse,Health,Affluent Customer,N,No,10
192,Goldi,Osler,F,2,19-11-1978,42,Junior Executive,Health,Mass Customer,N,Yes,8
193,Foss,Hardes,M,13,22-07-1964,56,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12
194,Ursala,Ferrai,F,4,16-11-1974,46,Web Developer III,Financial Services,Affluent Customer,N,No,10
195,Talyah,Rylatt,F,34,14-11-1958,62,Project Manager,Manufacturing,Mass Customer,N,No,6
196,Swen,Odhams,M,90,22-02-1966,54,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6
198,Vanya,Gumb,F,82,29-11-1981,39,Assistant Media Planner,Entertainment,Mass Customer,N,No,16
199,Verla,Alven,F,61,13-02-1978,42,Junior Executive,Health,Mass Customer,N,Yes,21
200,Hube,Weald,M,7,04-02-1957,63,Physical Therapy Assistant,Property,Affluent Customer,N,Yes,19
201,Salem,Huie,M,45,20-04-1966,54,Design Engineer,Manufacturing,Mass Customer,N,Yes,11
202,Audie,Pillinger,F,38,24-06-1963,57,Librarian,Entertainment,Affluent Customer,N,Yes,16
203,Donovan,Conry,M,71,13-01-1964,56,Senior Quality Engineer,Argiculture,Mass Customer,N,Yes,11
204,Thorny,Hackworth,M,56,01-10-1976,44,Editor,Financial Services,Mass Customer,N,No,5
205,Rolfe,Kellard,M,18,01-12-1958,62,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,6
208,Rutter,Excell,M,57,31-10-1994,26,Office Assistant III,Property,High Net Worth,N,No,5
210,Albrecht,Thomasson,M,50,18-11-1963,57,Assistant Manager,Property,Mass Customer,N,No,18
211,Beitris,,F,6,04-03-1974,46,VP Marketing,Manufacturing,Mass Customer,N,Yes,5
212,Nanice,Ellse,F,21,19-11-2001,19,Desktop Support Technician,IT,Affluent Customer,N,No,1
213,Lockwood,Exroll,M,13,14-05-1996,24,Actuary,Financial Services,High Net Worth,N,Yes,6
214,Jeramie,Cellier,M,82,29-11-1957,63,Food Chemist,Health,Mass Customer,N,No,6
215,Debera,Foxworthy,F,37,24-06-1974,46,Assistant Professor,Retail,High Net Worth,N,Yes,18
216,Cinderella,Parcall,F,12,12-01-1995,25,Quality Engineer,Financial Services,High Net Worth,N,Yes,7
218,Stefa,Dunnan,F,37,06-08-1993,27,Administrative Officer,Property,High Net Worth,N,Yes,8
219,Markus,Mughal,M,9,25-11-1964,56,Database Administrator III,Health,Mass Customer,N,No,7
220,Jeniffer,Apark,F,79,10-05-1954,66,Electrical Engineer,Manufacturing,High Net Worth,N,No,9
221,Mara,Bloore,F,14,10-03-1980,40,Tax Accountant,Manufacturing,Mass Customer,N,No,14
222,Nev,Larive,M,89,03-09-1978,42,Clinical Specialist,Health,Mass Customer,N,No,16
224,Morgun,Girvan,M,2,03-12-1967,53,Compensation Analyst,Financial Services,Affluent Customer,N,No,17
225,Brittaney,Pring,F,84,11-03-1977,43,Pharmacist,Health,Affluent Customer,N,No,13
226,Bondie,Letty,M,96,11-11-1977,43,Database Administrator IV,Manufacturing,Mass Customer,N,No,20
227,Wendall,McKeand,M,99,14-08-1973,47,Accountant I,Entertainment,Mass Customer,N,No,18
228,Lucia,Pickervance,F,59,25-05-1986,34,Systems Administrator II,Manufacturing,High Net Worth,N,No,12
230,Maegan,Scyone,F,74,24-06-1954,66,Internal Auditor,Property,High Net Worth,N,No,11
231,Basile,Winsor,M,48,05-08-1995,25,Design Engineer,Financial Services,Mass Customer,N,Yes,3
232,Zaria,Koeppke,F,94,11-11-1987,33,Professor,Retail,Mass Customer,N,No,12
233,Art,Barwell,M,34,08-08-1986,34,Environmental Tech,Property,Mass Customer,N,No,13
234,Mead,Alpes,F,71,12-08-1969,51,Chief Design Engineer,Retail,High Net Worth,N,No,12
235,Leona,Phateplace,F,30,26-12-1976,43,Social Worker,Health,Mass Customer,N,No,15
236,Tybalt,Gillingwater,M,79,30-10-1954,66,Research Nurse,Health,Affluent Customer,N,No,14
237,Reginald,Dartan,M,18,07-03-1974,46,Account Coordinator,Property,High Net Worth,N,Yes,11
239,Wells,Pressman,M,62,13-12-1992,27,Registered Nurse,Health,Affluent Customer,N,No,3
240,Gavin,Fawks,M,49,28-07-1989,31,Administrative Assistant III,IT,High Net Worth,N,Yes,15
241,Quillan,Duigan,M,94,09-05-1987,33,Quality Engineer,Entertainment,Mass Customer,N,No,20
242,Taite,Droghan,M,17,20-03-1992,28,Nurse,Property,Affluent Customer,N,No,8
243,Barbara,Croxley,F,94,02-09-1976,44,Teacher,Manufacturing,High Net Worth,N,Yes,14
245,Noell,Grahlmans,F,6,26-09-2001,19,Associate Professor,Financial Services,Affluent Customer,N,No,1
246,Binny,Whight,F,63,28-02-1991,29,Technical Writer,Manufacturing,High Net Worth,N,No,9
247,Kristal,Joysey,F,62,06-05-1983,37,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13
248,Inger,Eskell,F,76,15-04-1978,42,Clinical Specialist,Health,Affluent Customer,N,Yes,12
249,D'arcy,Slay,M,65,13-09-1992,28,Quality Control Specialist,IT,High Net Worth,N,No,9
250,Kristofer,,M,53,15-04-1988,32,Legal Assistant,Health,Mass Customer,N,Yes,13
251,Mala,,F,88,24-12-1977,42,VP Sales,Financial Services,Affluent Customer,N,Yes,10
252,Anthea,Ruskin,F,39,24-01-1983,37,Account Coordinator,Property,Mass Customer,N,Yes,13
253,AMe,Choak,F,82,11-05-1997,23,Food Chemist,Health,Mass Customer,N,Yes,1
254,Barbie,Rubi,F,98,22-09-1961,59,Information Systems Manager,Retail,Mass Customer,N,No,14
255,Keeley,Kruger,F,2,15-01-1954,66,Desktop Support Technician,IT,Mass Customer,N,No,5
256,Linell,Beadle,F,16,07-05-1975,45,Director of Sales,Health,High Net Worth,N,Yes,21
257,Marissa,,F,70,08-02-1966,54,Sales Associate,Manufacturing,Affluent Customer,N,Yes,19
258,Othella,Keher,F,24,03-05-1992,28,Administrative Officer,Manufacturing,High Net Worth,N,No,9
259,Venita,Dymick,F,70,22-07-1983,37,Senior Developer,Health,High Net Worth,N,Yes,3
260,Farand,Marriner,F,47,30-08-1979,41,Senior Quality Engineer,Health,High Net Worth,N,Yes,22
263,Tonia,Leigh,F,89,19-11-1985,35,Dental Hygienist,Health,High Net Worth,N,No,7
264,Jedd,Spiby,M,31,07-12-1977,43,Technical Writer,Health,Mass Customer,N,No,11
265,Pennie,Stoile,M,74,05-10-1965,55,Sales Representative,Retail,High Net Worth,N,Yes,18
266,Lelia,Garatty,F,69,19-07-1989,31,Account Executive,Retail,Affluent Customer,N,No,18
268,Kacie,Kidston,F,60,18-10-1978,42,Chemical Engineer,Manufacturing,Mass Customer,N,No,10
269,Zacherie,Grindley,M,55,19-09-1954,66,Nurse Practicioner,Property,Mass Customer,N,Yes,9
271,Doll,Burtwell,F,51,13-02-1991,29,Financial Advisor,Financial Services,Mass Customer,N,No,4
272,Arlie,Crean,F,22,06-06-1987,33,Product Engineer,Retail,Mass Customer,N,Yes,1
274,Tessi,Hesse,F,66,15-09-1976,44,Social Worker,Health,Mass Customer,N,Yes,14
275,Dud,,M,7,27-07-1955,65,VP Sales,Health,High Net Worth,N,No,13
279,Tamera,Hinckes,F,0,09-09-1981,39,Web Designer I,Manufacturing,Mass Customer,N,No,11
281,Jeanette,Sizzey,F,51,27-12-1972,47,Cost Accountant,Financial Services,High Net Worth,N,Yes,8
282,Lauren,Curcher,M,82,27-10-1989,31,VP Quality Control,Argiculture,High Net Worth,N,Yes,11
283,Sari,Noye,F,34,04-02-1991,29,Assistant Manager,Retail,Mass Customer,N,No,2
284,Seth,Moorman,M,38,11-04-1986,34,Financial Analyst,Financial Services,High Net Worth,N,Yes,9
285,Julee,Janovsky,F,3,19-11-1977,43,Community Outreach Specialist,Manufacturing,Mass Customer,N,No,12
286,Kiley,Canaan,M,99,01-08-1989,31,Accounting Assistant II,Manufacturing,Affluent Customer,N,Yes,11
287,Hannie,Wodham,F,41,06-05-1985,35,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,4
289,Modestia,Lithgow,F,43,12-04-1970,50,Clinical Specialist,Health,High Net Worth,N,No,10
291,Aime,Burston,F,63,22-10-1971,49,Assistant Media Planner,Entertainment,Mass Customer,N,No,4
293,Virgilio,Willcocks,M,80,10-12-1989,30,Administrative Assistant III,Manufacturing,Mass Customer,N,Yes,20
297,Cecile,MacLise,F,33,27-04-1959,61,Electrical Engineer,Manufacturing,High Net Worth,N,No,16
298,Maurise,Lenglet,M,69,15-08-1956,64,Engineer I,Manufacturing,High Net Worth,N,No,9
299,Corabelle,Hartnell,F,80,15-09-1956,64,Budget/Accounting Analyst I,Financial Services,Mass Customer,N,Yes,7
300,Malachi,Hadcroft,M,88,22-06-1956,64,Clinical Specialist,Health,Mass Customer,N,No,9
301,Hildy,Bilbrook,F,54,10-10-1980,40,Developer IV,Manufacturing,High Net Worth,N,No,19
303,Shane,Smetoun,F,59,15-08-1974,46,Assistant Professor,Argiculture,Mass Customer,N,Yes,14
304,Paddy,Mumbray,M,36,27-03-1969,51,VP Marketing,Manufacturing,Mass Customer,N,Yes,15
305,Cris,Chellam,F,1,17-03-1974,46,Financial Analyst,Financial Services,Mass Customer,N,No,11
306,Ruy,Adanet,M,19,02-08-1973,47,Registered Nurse,Health,High Net Worth,N,No,18
307,Ruben,Handlin,M,55,18-08-1984,36,Clinical Specialist,Health,Affluent Customer,N,Yes,12
308,Iver,Dobsons,M,2,09-03-1983,37,Database Administrator I,IT,High Net Worth,N,No,4
309,Maurizia,Ligerton,F,53,02-10-1974,46,Clinical Specialist,Health,Mass Customer,N,Yes,21
310,Myranda,Clowser,F,0,13-02-1985,35,Account Coordinator,Financial Services,Mass Customer,N,Yes,18
311,Jaimie,Halms,F,86,16-08-1957,63,Internal Auditor,Health,High Net Worth,N,No,12
312,Garek,Prattin,M,44,17-03-1958,62,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,6
313,Theo,McKune,M,70,22-12-1987,32,Operator,Manufacturing,Mass Customer,N,Yes,13
314,Catie,Advani,F,27,25-08-1962,58,Marketing Assistant,Retail,High Net Worth,N,Yes,5
315,Lisa,Odlin,F,67,16-04-1958,62,Chief Design Engineer,Manufacturing,Affluent Customer,N,No,12
316,Genni,Larway,F,72,01-06-1976,44,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,10
317,Elicia,Dahler,F,26,10-02-1974,46,Automation Specialist II,Entertainment,Mass Customer,N,Yes,14
318,Libbie,Castelin,F,21,19-05-1969,51,Programmer III,Retail,Affluent Customer,N,Yes,18
320,Aldous,Cubin,M,19,09-02-1997,23,Registered Nurse,Health,Mass Customer,N,No,4
322,De,Denington,F,19,10-03-1977,43,Research Associate,Financial Services,Mass Customer,N,Yes,11
323,Celka,Goodrich,F,54,04-06-1973,47,Senior Developer,Health,Mass Customer,N,Yes,7
324,Franz,Lyptrit,M,97,05-08-1986,34,Computer Systems Analyst I,IT,Mass Customer,N,Yes,15
325,Anthia,Ghilardini,F,98,26-09-1971,49,Computer Systems Analyst I,Financial Services,Affluent Customer,N,Yes,17
326,Guenna,Spensly,F,74,16-02-1980,40,Help Desk Operator,Financial Services,Mass Customer,N,No,6
327,Cris,Richfield,F,10,24-07-1968,52,Design Engineer,Health,Mass Customer,N,No,12
328,Bernice,Kings,F,87,11-04-1991,29,Senior Developer,Manufacturing,Mass Customer,N,No,12
329,Garvy,Berthel,M,25,20-11-1984,36,Account Representative IV,Entertainment,High Net Worth,N,Yes,12
330,Port,Pancost,M,78,03-06-1959,61,Recruiting Manager,Manufacturing,High Net Worth,N,Yes,7
331,Ford,Groucock,M,87,23-09-1998,22,Desktop Support Technician,Health,Mass Customer,N,Yes,3
332,Liza,Trouel,F,23,19-08-1978,42,Registered Nurse,Health,High Net Worth,N,No,14
333,Debbi,Doohey,F,25,20-06-1965,55,Sales Associate,Financial Services,Affluent Customer,N,Yes,8
334,Fredi,Iannuzzelli,F,71,20-05-1999,21,Financial Advisor,Financial Services,Affluent Customer,N,Yes,3
337,Shaylah,Urquhart,F,67,08-10-1979,41,Statistician IV,Argiculture,High Net Worth,N,Yes,12
339,Nanny,Casero,F,56,11-01-1980,40,Human Resources Manager,Health,Mass Customer,N,No,12
341,Jeremiah,Wasling,M,10,25-08-1976,44,GIS Technical Architect,Financial Services,Mass Customer,N,No,5
342,Winslow,Hammant,M,40,19-05-1987,33,Programmer IV,Health,High Net Worth,N,No,2
343,Nicole,Johananoff,F,76,14-08-1957,63,Recruiter,Property,Affluent Customer,N,No,13
