customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,AGE,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
120,Sloan,Wagg,M,80,02-09-1978,42,Legal Assistant,Financial Services,High Net Worth,N,Yes,4
121,Myles,Pauncefort,M,82,02-10-1957,63,Graphic Designer,Manufacturing,Mass Customer,N,No,15
122,Colver,Itter,M,87,19-04-1979,41,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,12
123,Almeta,Kalinsky,F,85,03-12-1988,32,Analyst Programmer,Financial Services,High Net Worth,N,No,15
124,Kath,Cunney,F,27,03-05-1995,25,Administrative Assistant II,Health,High Net Worth,N,Yes,5
125,Darrelle,Antoniewski,F,94,17-03-1960,60,Computer Systems Analyst II,Property,Mass Customer,N,No,16
126,Norman,Cliff,M,53,15-10-1992,28,Administrative Officer,Health,Mass Customer,N,Yes,3
127,Merrili,Whitear,F,81,03-12-1974,46,Compensation Analyst,Financial Services,Mass Customer,N,No,19
128,Isidro,Cypler,M,73,17-07-1977,43,Systems Administrator III,Property,Mass Customer,N,Yes,12
129,Weidar,Silkstone,M,64,20-07-1985,35,Financial Advisor,Financial Services,High Net Worth,N,Yes,19
130,Raddy,Delete,M,32,18-07-1997,23,Chemical Engineer,Manufacturing,Mass Customer,N,No,1
131,Jana,Renyard,F,57,16-10-1964,56,Administrative Officer,Retail,High Net Worth,N,No,8
132,Celesta,Willavoys,F,5,07-07-1963,57,Web Designer I,Manufacturing,Mass Customer,N,Yes,9
133,Eldridge,Fiddeman,M,12,13-06-1977,43,VP Accounting,Financial Services,Mass Customer,N,Yes,16
134,Merna,McCulloch,F,34,01-08-1997,23,Legal Assistant,Telecommunications,Affluent Customer,N,Yes,5
135,Rosalia,Sigart,F,18,18-01-1975,45,Internal Auditor,IT,Mass Customer,N,No,3
136,Mel,Bennet,M,46,26-05-1973,47,Senior Developer,Manufacturing,High Net Worth,N,Yes,7
137,Vaughn,Artin,M,27,21-11-1987,33,Office Assistant II,Property,High Net Worth,N,No,10
138,Onofredo,Franc,M,5,28-04-1985,35,Recruiter,Financial Services,Affluent Customer,N,Yes,13
139,Gar,,M,1,28-07-1964,56,Operator,Telecommunications,Affluent Customer,N,No,4
140,Morrie,Flaxon,M,9,20-05-1994,26,Programmer Analyst III,Manufacturing,Mass Customer,N,No,2
141,Townsend,Trobe,M,67,25-06-1954,66,Teacher,Financial Services,High Net Worth,N,Yes,10
142,Bentley,Fortesquieu,M,57,07-08-1967,53,Quality Engineer,Health,Affluent Customer,N,No,17
143,Kendall,Figg,M,19,01-09-1957,63,Operator,Argiculture,Mass Customer,N,Yes,11
144,Jory,Barrabeale,U,71,,120,Environmental Tech,IT,Mass Customer,N,No,
145,Filippo,Ferrara,M,33,21-07-1997,23,Account Executive,Financial Services,Mass Customer,N,No,4
146,Ricoriki,Matlock,M,34,08-04-1985,35,Quality Control Specialist,Manufacturing,Mass Customer,N,No,8
147,Rea,Pattrick,F,32,06-12-1973,47,Analog Circuit Design manager,Health,Mass Customer,N,Yes,10
148,Jaquith,Maffey,F,69,08-05-1981,39,Programmer Analyst III,n/a,Mass Customer,N,Yes,5
149,Drucy,Kausche,F,41,31-01-1995,25,Research Nurse,Health,Mass Customer,N,Yes,1
150,Bradly,Crosse,M,6,23-08-1983,37,Cost Accountant,Financial Services,Affluent Customer,N,No,17
151,Donnie,Brimson,M,36,31-01-1965,55,Marketing Manager,Manufacturing,Mass Customer,N,Yes,13
152,Stephana,Cardew,F,5,03-03-1981,39,Compensation Analyst,Financial Services,Mass Customer,N,No,16
153,Lorilyn,Walshe,F,73,28-07-1977,43,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12
154,Faydra,Dulieu,F,90,13-02-1958,62,Junior Executive,n/a,Mass Customer,N,No,11
155,Orran,Bogges,M,4,28-12-1985,34,Quality Engineer,Manufacturing,Mass Customer,N,No,10
156,Shayla,Rimmington,F,23,09-09-1979,41,Cost Accountant,Financial Services,Mass Customer,N,Yes,11
157,Chad,Houtby,M,97,23-11-1974,46,Financial Advisor,Financial Services,Affluent Customer,N,No,16
158,Hamlin,Odams,M,99,03-09-1984,36,Internal Auditor,n/a,Affluent Customer,N,No,5
159,Arin,Matskevich,M,90,12-05-1987,33,Research Nurse,Health,Affluent Customer,N,No,13
160,Wake,Durning,M,5,15-07-1964,56,Registered Nurse,Health,Mass Customer,N,No,18
161,Tadd,Bloss,M,49,21-01-1976,44,,n/a,Mass Customer,N,No,16
162,Port,Acuna,M,90,12-08-1979,41,Nurse Practicioner,IT,Mass Customer,N,No,15
163,Kessia,Helder,F,58,06-09-1976,44,Librarian,Entertainment,High Net Worth,N,Yes,14
164,Aarika,Van Vuuren,F,55,07-08-1999,21,Senior Editor,Retail,Affluent Customer,N,Yes,1
165,Aldon,Roelofs,M,61,25-03-1984,36,Administrative Officer,Argiculture,Mass Customer,N,Yes,12
166,Elston,Oleszczak,M,54,12-06-1955,65,Structural Analysis Engineer,Manufacturing,Affluent Customer,N,No,6
167,Nathalie,Tideswell,F,95,27-10-1969,51,,Health,High Net Worth,N,Yes,17
168,Reggie,Broggetti,U,8,,120,General Manager,IT,Affluent Customer,N,Yes,
169,Alfy,Bruhnke,M,20,19-10-1957,63,Data Coordiator,Telecommunications,High Net Worth,N,Yes,5
170,Jammal,Gever,M,80,02-06-1975,45,Pharmacist,Health,High Net Worth,N,No,21
171,Halli,Davidoff,F,62,04-12-1970,50,Assistant Manager,Manufacturing,Mass Customer,N,No,10
172,Hilton,Carney,M,54,12-09-1988,32,Editor,Manufacturing,Affluent Customer,N,Yes,6
173,Ebba,Hanselmann,F,99,02-01-1997,23,General Manager,Health,Affluent Customer,N,No,1
174,Catie,Tosspell,F,93,26-11-1989,31,Food Chemist,Health,Mass Customer,N,No,12
175,Templeton,Hambrook,M,36,28-11-1975,45,Quality Engineer,Manufacturing,Affluent Customer,N,No,5
176,Angelo,Clayal,M,39,13-04-1992,28,Accountant I,Property,Mass Customer,N,No,10
177,Ondrea,Pablos,F,25,09-11-1989,31,Professor,Financial Services,High Net Worth,N,No,4
178,Matthieu,Bertelmot,M,2,03-04-1967,53,,n/a,Affluent Customer,N,No,8
179,Esteban,Sewill,M,23,11-05-1966,54,Environmental Tech,Manufacturing,High Net Worth,N,Yes,6
180,Trisha,Neasham,F,16,17-09-1971,49,Web Designer III,Argiculture,Affluent Customer,N,No,14
181,Pavla,Braunle,F,49,21-11-1982,38,Senior Editor,Manufacturing,Mass Customer,N,No,9
182,Lydon,Dahlman,M,99,20-11-1992,28,Sales Associate,Financial Services,Affluent Customer,N,Yes,7
183,Dannie,Hissie,F,7,05-08-1997,23,Geologist III,Retail,Affluent Customer,N,No,3
184,Nappie,Paolo,M,40,13-12-1971,48,Marketing Manager,Manufacturing,High Net Worth,N,Yes,7
185,Crosby,Walcot,M,80,13-12-1979,40,,Property,Mass Customer,N,Yes,13
186,Mireielle,Jeppe,F,46,06-05-1974,46,Software Test Engineer I,Financial Services,Mass Customer,N,No,3
187,Pincas,Ather,M,97,28-01-1954,66,Structural Engineer,n/a,Mass Customer,N,No,11
188,Audry,Seine,F,54,22-06-1975,45,Safety Technician II,Property,High Net Worth,N,Yes,13
189,Umberto,Torricella,M,73,19-07-1981,39,Safety Technician I,Financial Services,Affluent Customer,N,No,10
190,Hayley,Girardengo,F,42,04-02-1979,41,Registered Nurse,Health,Affluent Customer,N,No,10
191,Christopher,Heining,M,22,27-04-1960,60,Help Desk Operator,n/a,Affluent Customer,N,Yes,6
192,Goldi,Osler,F,2,19-11-1978,42,Junior Executive,Health,Mass Customer,N,Yes,8
193,Foss,Hardes,M,13,22-07-1964,56,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12
194,Ursala,Ferrai,F,4,16-11-1974,46,Web Developer III,Financial Services,Affluent Customer,N,No,10
195,Talyah,Rylatt,F,34,14-11-1958,62,Project Manager,Manufacturing,Mass Customer,N,No,6
196,Swen,Odhams,M,90,22-02-1966,54,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6
197,Avis,,F,32,27-01-1977,43,,n/a,High Net Worth,N,No,5
198,Vanya,Gumb,F,82,29-11-1981,39,Assistant Media Planner,Entertainment,Mass Customer,N,No,16
199,Verla,Alven,F,61,13-02-1978,42,Junior Executive,Health,Mass Customer,N,Yes,21
200,Hube,Weald,M,7,04-02-1957,63,Physical Therapy Assistant,Property,Affluent Customer,N,Yes,19
201,Salem,Huie,M,45,20-04-1966,54,Design Engineer,Manufacturing,Mass Customer,N,Yes,11
202,Audie,Pillinger,F,38,24-06-1963,57,Librarian,Entertainment,Affluent Customer,N,Yes,16
203,Donovan,Conry,M,71,13-01-1964,56,Senior Quality Engineer,Argiculture,Mass Customer,N,Yes,11
204,Thorny,Hackworth,M,56,01-10-1976,44,Editor,Financial Services,Mass Customer,N,No,5
205,Rolfe,Kellard,M,18,01-12-1958,62,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,6
206,Mari,Chevolleau,F,98,19-07-1954,66,Statistician I,n/a,Mass Customer,N,Yes,14
207,Adena,Whyman,F,9,10-08-1994,26,,n/a,Mass Customer,N,No,7
208,Rutter,Excell,M,57,31-10-1994,26,Office Assistant III,Property,High Net Worth,N,No,5
209,Udall,Bellard,M,9,28-08-1957,63,Analog Circuit Design manager,n/a,Affluent Customer,N,Yes,6
210,Albrecht,Thomasson,M,50,18-11-1963,57,Assistant Manager,Property,Mass Customer,N,No,18
211,Beitris,,F,6,04-03-1974,46,VP Marketing,Manufacturing,Mass Customer,N,Yes,5
212,Nanice,Ellse,F,21,19-11-2001,19,Desktop Support Technician,IT,Affluent Customer,N,No,1
213,Lockwood,Exroll,M,13,14-05-1996,24,Actuary,Financial Services,High Net Worth,N,Yes,6
214,Jeramie,Cellier,M,82,29-11-1957,63,Food Chemist,Health,Mass Customer,N,No,6
215,Debera,Foxworthy,F,37,24-06-1974,46,Assistant Professor,Retail,High Net Worth,N,Yes,18
216,Cinderella,Parcall,F,12,12-01-1995,25,Quality Engineer,Financial Services,High Net Worth,N,Yes,7
217,Jeralee,Quartly,F,63,09-12-1979,40,,Manufacturing,High Net Worth,N,No,16
218,Stefa,Dunnan,F,37,06-08-1993,27,Administrative Officer,Property,High Net Worth,N,Yes,8
219,Markus,Mughal,M,9,25-11-1964,56,Database Administrator III,Health,Mass Customer,N,No,7
220,Jeniffer,Apark,F,79,10-05-1954,66,Electrical Engineer,Manufacturing,High Net Worth,N,No,9
221,Mara,Bloore,F,14,10-03-1980,40,Tax Accountant,Manufacturing,Mass Customer,N,No,14
222,Nev,Larive,M,89,03-09-1978,42,Clinical Specialist,Health,Mass Customer,N,No,16
223,Ossie,Meaton,M,13,26-11-1983,37,VP Sales,n/a,Affluent Customer,N,Yes,14
224,Morgun,Girvan,M,2,03-12-1967,53,Compensation Analyst,Financial Services,Affluent Customer,N,No,17
225,Brittaney,Pring,F,84,11-03-1977,43,Pharmacist,Health,Affluent Customer,N,No,13
226,Bondie,Letty,M,96,11-11-1977,43,Database Administrator IV,Manufacturing,Mass Customer,N,No,20
227,Wendall,McKeand,M,99,14-08-1973,47,Accountant I,Entertainment,Mass Customer,N,No,18
228,Lucia,Pickervance,F,59,25-05-1986,34,Systems Administrator II,Manufacturing,High Net Worth,N,No,12
229,Vaughn,Lambis,M,30,06-03-1966,54,,Property,High Net Worth,N,No,19
230,Maegan,Scyone,F,74,24-06-1954,66,Internal Auditor,Property,High Net Worth,N,No,11
231,Basile,Winsor,M,48,05-08-1995,25,Design Engineer,Financial Services,Mass Customer,N,Yes,3
232,Zaria,Koeppke,F,94,11-11-1987,33,Professor,Retail,Mass Customer,N,No,12
233,Art,Barwell,M,34,08-08-1986,34,Environmental Tech,Property,Mass Customer,N,No,13
234,Mead,Alpes,F,71,12-08-1969,51,Chief Design Engineer,Retail,High Net Worth,N,No,12
235,Leona,Phateplace,F,30,26-12-1976,43,Social Worker,Health,Mass Customer,N,No,15
236,Tybalt,Gillingwater,M,79,30-10-1954,66,Research Nurse,Health,Affluent Customer,N,No,14
237,Reginald,Dartan,M,18,07-03-1974,46,Account Coordinator,Property,High Net Worth,N,Yes,11
238,Max,Bilborough,M,54,04-02-1984,36,Programmer III,n/a,Mass Customer,N,Yes,14
239,Wells,Pressman,M,62,13-12-1992,27,Registered Nurse,Health,Affluent Customer,N,No,3
240,Gavin,Fawks,M,49,28-07-1989,31,Administrative Assistant III,IT,High Net Worth,N,Yes,15
241,Quillan,Duigan,M,94,09-05-1987,33,Quality Engineer,Entertainment,Mass Customer,N,No,20
242,Taite,Droghan,M,17,20-03-1992,28,Nurse,Property,Affluent Customer,N,No,8
243,Barbara,Croxley,F,94,02-09-1976,44,Teacher,Manufacturing,High Net Worth,N,Yes,14
244,Germayne,Sperry,M,57,25-11-1974,46,,Retail,Affluent Customer,N,No,8
245,Noell,Grahlmans,F,6,26-09-2001,19,Associate Professor,Financial Services,Affluent Customer,N,No,1
246,Binny,Whight,F,63,28-02-1991,29,Technical Writer,Manufacturing,High Net Worth,N,No,9
247,Kristal,Joysey,F,62,06-05-1983,37,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13
248,Inger,Eskell,F,76,15-04-1978,42,Clinical Specialist,Health,Affluent Customer,N,Yes,12
249,D'arcy,Slay,M,65,13-09-1992,28,Quality Control Specialist,IT,High Net Worth,N,No,9
250,Kristofer,,M,53,15-04-1988,32,Legal Assistant,Health,Mass Customer,N,Yes,13
251,Mala,,F,88,24-12-1977,42,VP Sales,Financial Services,Affluent Customer,N,Yes,10
252,Anthea,Ruskin,F,39,24-01-1983,37,Account Coordinator,Property,Mass Customer,N,Yes,13
253,AMe,Choak,F,82,11-05-1997,23,Food Chemist,Health,Mass Customer,N,Yes,1
254,Barbie,Rubi,F,98,22-09-1961,59,Information Systems Manager,Retail,Mass Customer,N,No,14
255,Keeley,Kruger,F,2,15-01-1954,66,Desktop Support Technician,IT,Mass Customer,N,No,5
256,Linell,Beadle,F,16,07-05-1975,45,Director of Sales,Health,High Net Worth,N,Yes,21
257,Marissa,,F,70,08-02-1966,54,Sales Associate,Manufacturing,Affluent Customer,N,Yes,19
258,Othella,Keher,F,24,03-05-1992,28,Administrative Officer,Manufacturing,High Net Worth,N,No,9
259,Venita,Dymick,F,70,22-07-1983,37,Senior Developer,Health,High Net Worth,N,Yes,3
260,Farand,Marriner,F,47,30-08-1979,41,Senior Quality Engineer,Health,High Net Worth,N,Yes,22
261,Marve,Pryn,M,74,15-10-1977,43,Structural Engineer,n/a,Mass Customer,N,No,8
262,Cordie,Petrelli,M,97,23-12-1977,42,,Health,High Net Worth,N,Yes,10
263,Tonia,Leigh,F,89,19-11-1985,35,Dental Hygienist,Health,High Net Worth,N,No,7
264,Jedd,Spiby,M,31,07-12-1977,43,Technical Writer,Health,Mass Customer,N,No,11
265,Pennie,Stoile,M,74,05-10-1965,55,Sales Representative,Retail,High Net Worth,N,Yes,18
266,Lelia,Garatty,F,69,19-07-1989,31,Account Executive,Retail,Affluent Customer,N,No,18
267,Edgar,Buckler,U,53,,120,,IT,High Net Worth,N,No,
268,Kacie,Kidston,F,60,18-10-1978,42,Chemical Engineer,Manufacturing,Mass Customer,N,No,10
269,Zacherie,Grindley,M,55,19-09-1954,66,Nurse Practicioner,Property,Mass Customer,N,Yes,9
270,Auberta,Roundtree,F,38,10-12-1970,49,Budget/Accounting Analyst III,n/a,Mass Customer,N,Yes,17
